"","R.Condition","R.FileName","R.ProteinGroupsIdentified","R.Replicate","PG.FastaFiles","PG.Genes","PG.Organisms","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames","PG.Coverage","PG.Cscore..Run.Wise.","PG.IsSingleHit","PG.NrOfStrippedSequencesIdentified","PG.PEP..Run.Wise.","PG.QValue..Run.Wise.","PG.RunEvidenceCount","PG.MS1Quantity","PG.MS2Quantity","PG.Quantity"
"639","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CMIP","Homo sapiens","A0A087WU05","C-Maf inducing protein","A0A087WU05_HUMAN","30.7%",49.88566,"False",15,6.26155932760252e-22,2.46777862118691e-40,26,2925.98876953125,1156.00109863281,2925.98876953125
"640","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CD9","Homo sapiens","A0A087WU13;A0A2R8Y478;A0A7I2V3T0;A0A7I2V3T7;A6NNI4;F5GXT1;G8JLH6;P21926","Tetraspanin;CD9 molecule;CD9 molecule;Tetraspanin;CD9 molecule;Tetraspanin;Tetraspanin;CD9 antigen","A0A087WU13_HUMAN;A0A2R8Y478_HUMAN;A0A7I2V3T0_HUMAN;A0A7I2V3T7_HUMAN;A6NNI4_HUMAN;F5GXT1_HUMAN;G8JLH6_HUMAN;CD9_HUMAN","6.3%;10.1%;7.4%;7.3%;10.1%;5.9%;6.4%;7%",33.987686,"False",2,1.35051086544991e-05,3.65242003100844e-08,2,33394.609375,20531.3046875,33394.609375
"641","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","GYPA","Homo sapiens","A0A087WU29;P02724","Glycophorin;Glycophorin-A","A0A087WU29_HUMAN;GLPA_HUMAN","20.9%;20.7%",37.072277,"False",2,4.28195896517991e-08,5.52003257325386e-13,2,301.071624755859,16.4094638824463,301.071624755859
"642","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MAGT1","Homo sapiens","A0A087WU53;A0A8I5KYH1;Q9H0U3","Magnesium transporter protein 1;Magnesium transporter protein 1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1","A0A087WU53_HUMAN;A0A8I5KYH1_HUMAN;MAGT1_HUMAN","21.3%;25.6%;23.3%",51.90468,"False",9,1.30995737287627e-24,9.01851530716555e-46,13,1419.96252441406,553.1181640625,1419.96252441406
"643","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MRTFA","Homo sapiens","A0A087WU73;A0A087X287;A0A494BZX7;A0A499FIJ6;B0QY83;Q969V6;W0Z7M9","Myocardin related transcription factor A;Myocardin related transcription factor A;Myocardin related transcription factor A;Myocardin related transcription factor A;Myocardin related transcription factor A;Myocardin-related transcription factor A;Mkl1 variant 1 Mkl1_S","A0A087WU73_HUMAN;A0A087X287_HUMAN;A0A494BZX7_HUMAN;A0A499FIJ6_HUMAN;B0QY83_HUMAN;MRTFA_HUMAN;W0Z7M9_HUMAN","7%;7.8%;6.9%;6%;6.3%;6.7%;6.4%",45.236107,"False",4,3.83616669009381e-16,4.88610312510372e-29,4,204.767944335938,34.1406021118164,204.767944335938
"644","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","HNRNPDL","Homo sapiens","A0A087WUK2;O14979","Heterogeneous nuclear ribonucleoprotein D like;Heterogeneous nuclear ribonucleoprotein D-like","A0A087WUK2_HUMAN;HNRDL_HUMAN","11.8%;10.2%",39.157246,"False",3,6.26054541541521e-10,5.63273945562807e-17,3,710.562438964844,199.197952270508,710.562438964844
"645","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SLIRP","Homo sapiens","A0A087WUN7;G3V2S9;G3V4X6;H0YJ40;H0YJW7;Q9GZT3","SRA stem-loop interacting RNA binding protein;SRA stem-loop interacting RNA binding protein;SRA stem-loop interacting RNA binding protein;SRA stem-loop interacting RNA binding protein (Fragment);SRA stem-loop interacting RNA binding protein (Fragment);SRA stem-loop-interacting RNA-binding protein, mitochondrial","A0A087WUN7_HUMAN;G3V2S9_HUMAN;G3V4X6_HUMAN;H0YJ40_HUMAN;H0YJW7_HUMAN;SLIRP_HUMAN","41.3%;30.6%;38.8%;39.6%;50%;34.9%",42.91417,"False",3,1.33285431845077e-13,4.05438098979124e-24,3,495.956268310547,104.828643798828,495.956268310547
"646","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640",";MYCBP","Homo sapiens","A0A087WV05;Q99417","c-Myc-binding protein","A0A087WV05_HUMAN;MYCBP_HUMAN","60.9%;65%",43.041893,"False",7,9.7796425092226e-14,2.22897757842349e-24,8,905.687927246094,670.645141601562,905.687927246094
"647","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ARK2N","Homo sapiens","A0A087WVF1;K7EQH1;Q96B23","Arkadia (RNF111) N-terminal like PKA signaling regulator 2N;Arkadia (RNF111) N-terminal like PKA signaling regulator 2N (Fragment);Protein ARK2N","A0A087WVF1_HUMAN;K7EQH1_HUMAN;ARK2N_HUMAN","12%;22.6%;8.2%",34.798916,"False",2,3.27232692143298e-06,3.1860585978505e-09,2,65.9147796630859,47.3154525756836,65.9147796630859
"648","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","FMR1","Homo sapiens","A0A087WVL8;A0A087WXI3;A0A087WY29;A0A8I5KS01;A0A8I5KT56;A0A8I5KTZ9;A0A8I5KUC2;A0A8I5KWH0;A0A8I5KZ21;A8MQB8;G3V0J0;Q06787","Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X mental retardation 1, isoform CRA_e;Fragile X messenger ribonucleoprotein 1","A0A087WVL8_HUMAN;A0A087WXI3_HUMAN;A0A087WY29_HUMAN;A0A8I5KS01_HUMAN;A0A8I5KT56_HUMAN;A0A8I5KTZ9_HUMAN;A0A8I5KUC2_HUMAN;A0A8I5KWH0_HUMAN;A0A8I5KZ21_HUMAN;A8MQB8_HUMAN;G3V0J0_HUMAN;FMR1_HUMAN","12.2%;12.5%;11.9%;11.2%;11.8%;12%;13.2%;11.8%;11.4%;11.5%;11.3%;10.6%",40.581066,"False",6,2.9468327084059e-11,1.28191129168091e-19,7,289.001678466797,504.237854003906,289.001678466797
"649","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TUBGCP5","Homo sapiens","A0A087WVL9;A0A087X1Z1;A0A0G2JPW5;A0A0G2JQK2;A0A0G2JQX1;A0A0G2JSA7;Q96RT8","Tubulin gamma complex component 5 (Fragment);Gamma-tubulin complex component;Gamma-tubulin complex component;Tubulin gamma complex component 5 (Fragment);Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component 5","A0A087WVL9_HUMAN;A0A087X1Z1_HUMAN;A0A0G2JPW5_HUMAN;A0A0G2JQK2_HUMAN;A0A0G2JQX1_HUMAN;A0A0G2JSA7_HUMAN;GCP5_HUMAN","5.2%;1%;1%;5.2%;1%;1%;1%",37.11022,"False",1,3.97242594374347e-08,4.68738468312583e-13,1,194.1748046875,38.1560478210449,194.1748046875
"650","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MTHFD1L","Homo sapiens","A0A087WVM4;B7ZM99;Q6UB35","formate--tetrahydrofolate ligase;formate--tetrahydrofolate ligase;Monofunctional C1-tetrahydrofolate synthase, mitochondrial","A0A087WVM4_HUMAN;B7ZM99_HUMAN;C1TM_HUMAN","1.1%;1%;1%",25.676,"False",1,0.0234301928430796,0.000557155285640813,1,308.64453125,83.7281646728516,308.64453125
"651","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SMTN","Homo sapiens","A0A087WVP4","Smoothelin","A0A087WVP4_HUMAN","1.9%",43.685913,"False",2,2.0089517479031e-14,1.06018636945425e-25,2,307.09326171875,64.6289367675781,307.09326171875
"652","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CLTC","Homo sapiens","A0A087WVQ6;A0A8V8TQ14;A0A8V8TQ18;A0A8V8TQK7;A0A8V8TR47;A0A8V8TRF0;A0AAQ5BHU5;K7EJJ5;Q00610","Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain 1","A0A087WVQ6_HUMAN;A0A8V8TQ14_HUMAN;A0A8V8TQ18_HUMAN;A0A8V8TQK7_HUMAN;A0A8V8TR47_HUMAN;A0A8V8TRF0_HUMAN;A0AAQ5BHU5_HUMAN;K7EJJ5_HUMAN;CLH1_HUMAN","70.8%;70.8%;69.1%;71.8%;70.8%;70.9%;71.3%;70.7%;71%",53.31888,"False",87,1.84906469363718e-26,8.97167143726317e-50,190,13997.2783203125,5422.17919921875,13997.2783203125
"653","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","EEF1A1;EEF1A1;EEF1A1;EEF1A1P5","Homo sapiens","A0A087WVQ9;A0A7I2V659;P68104;Q5VTE0","Elongation factor 1-alpha;Elongation factor 1-alpha;Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3","A0A087WVQ9_HUMAN;A0A7I2V659_HUMAN;EF1A1_HUMAN;EF1A3_HUMAN","47.7%;47.7%;47.4%;47.4%",42.037304,"False",19,1.07403083822455e-12,2.2172949386675e-22,31,3451.62109375,1749.57897949219,3451.62109375
"654","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MPC1","Homo sapiens","A0A087WVZ0;Q9Y5U8","Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 1","A0A087WVZ0_HUMAN;MPC1_HUMAN","7.3%;7.3%",39.625957,"False",1,2.33222996470772e-10,7.55448109887241e-18,1,1656.51184082031,773.734436035156,1656.51184082031
"655","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SH3GLB1","Homo sapiens","A0A087WW40;A0A994J549;Q9Y371","Endophilin-B1","A0A087WW40_HUMAN;A0A994J549_HUMAN;SHLB1_HUMAN","32.7%;34.1%;35.3%",47.84241,"False",10,2.85963394644183e-19,3.81779271101473e-35,14,1702.02331542969,713.921264648438,1702.02331542969
"656","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CHMP2B","Homo sapiens","A0A087WW88;C9J0A7;Q9UQN3","Charged multivesicular body protein 2B;Charged multivesicular body protein 2B;Charged multivesicular body protein 2b","A0A087WW88_HUMAN;C9J0A7_HUMAN;CHM2B_HUMAN","8.7%;10.9%;9.4%",40.46598,"False",2,3.7971022159855e-11,2.10112259456725e-19,2,716.961181640625,178.315628051758,716.961181640625
"657","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","KIF1B","Homo sapiens","A0A087WWA3;A0A8Q3WLB2;A0A8Q3WLB3;A0A8Q3WM94;O60333;Q4R9M9","Kinesin family member 1B;Kinesin family member 1B;Kinesin family member 1B;Kinesin family member 1B;Kinesin-like protein KIF1B;Kinesin family member 1B","A0A087WWA3_HUMAN;A0A8Q3WLB2_HUMAN;A0A8Q3WLB3_HUMAN;A0A8Q3WM94_HUMAN;KIF1B_HUMAN;Q4R9M9_HUMAN","8.3%;8.1%;8.3%;8.3%;8.2%;8.2%",43.511425,"False",11,3.09554187567351e-14,2.44183314879628e-25,11,627.001159667969,251.615432739258,627.001159667969
"658","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","RAB13","Homo sapiens","A0A087WWB9","RAB13, member RAS oncogene family","A0A087WWB9_HUMAN","9.8%",44.712162,"True",1,1.49752068706507e-15,6.96474274004024e-28,1,558.198425292969,433.590026855469,558.198425292969
"659","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","LRMDA","Homo sapiens","A0A087WWI0","Leucine rich melanocyte differentiation associated","A0A087WWI0_HUMAN","22.6%",46.86909,"False",4,4.60454802907134e-18,8.52049884606949e-33,5,471.407806396484,118.999526977539,471.407806396484
"660","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","DCAF7","Homo sapiens","A0A087WWI6;A0A8I5KRG1;P61962","DDB1 and CUL4 associated factor 7;DDB1 and CUL4 associated factor 7;DDB1- and CUL4-associated factor 7","A0A087WWI6_HUMAN;A0A8I5KRG1_HUMAN;DCAF7_HUMAN","32.3%;31.7%;28.4%",48.587265,"False",8,3.18141224535681e-20,5.41742432370893e-37,9,2054.99047851562,318.476287841797,2054.99047851562
"661","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SDHB","Homo sapiens","A0A087WWT1;A0AAQ5BHC9;P21912","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial","A0A087WWT1_HUMAN;A0AAQ5BHC9_HUMAN;SDHB_HUMAN","30.8%;27.8%;29.3%",46.607086,"False",9,9.54798451048015e-18,3.54656142291039e-32,15,1851.6171875,716.325927734375,1851.6171875
"662","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TPM3","Homo sapiens","A0A087WWU8","Tropomyosin 3","A0A087WWU8_HUMAN","37%",44.026524,"False",12,8.57327955101819e-15,2.04820890176783e-26,17,19584.693359375,21725.7578125,19584.693359375
"663","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","BCL10","Homo sapiens","A0A087WWW9;O95999","BCL10 immune signaling adaptor;B-cell lymphoma/leukemia 10","A0A087WWW9_HUMAN;BCL10_HUMAN","10.4%;9.9%",43.609848,"False",2,2.42640736197947e-14,1.52754348081323e-25,2,326.9716796875,76.7747344970703,326.9716796875
"664","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ADRM1","Homo sapiens","A0A087WX59;Q16186","ADRM1 26S proteasome ubiquitin receptor;Proteasomal ubiquitin receptor ADRM1","A0A087WX59_HUMAN;ADRM1_HUMAN","10.6%;9.6%",32.62295,"False",3,0.000114547881821636,9.77851314907011e-07,3,435.463623046875,116.12109375,435.463623046875
"665","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ST3GAL6","Homo sapiens","A0A087WXB8;Q9Y274","Type 2 lactosamine alpha-2,3-sialyltransferase;Type 2 lactosamine alpha-2,3-sialyltransferase","A0A087WXB8_HUMAN;SIA10_HUMAN","23.7%;27.5%",46.687595,"False",11,7.63755711904912e-18,2.29158652541219e-32,12,1992.32788085938,688.462097167969,1992.32788085938
"666","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","NDUFA10","Homo sapiens","A0A087WXC5;A0A7I2V594;A0A7I2YQU0;E7ESZ7;O95299","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial","A0A087WXC5_HUMAN;A0A7I2V594_HUMAN;A0A7I2YQU0_HUMAN;E7ESZ7_HUMAN;NDUAA_HUMAN","38%;39.8%;43.9%;36.2%;39.7%",44.846245,"False",10,1.05939173042748e-15,3.55488690340995e-28,12,1333.16101074219,514.602600097656,1333.16101074219
"667","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","FCGBP","Homo sapiens","A0A087WXI2;Q9Y6R7","Fc gamma binding protein;IgGFc-binding protein","A0A087WXI2_HUMAN;FCGBP_HUMAN","6.1%;7.3%",28.88991,"False",9,0.00605197250843048,9.73906856028078e-05,10,129.113662719727,73.2024383544922,129.113662719727
"668","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","VPS11","Homo sapiens","A0A087WXL6","Vacuolar protein sorting-associated protein 11 homolog","A0A087WXL6_HUMAN","1.2%",42.828037,"True",1,1.64099623104451e-13,6.04780519040788e-24,1,644.719848632812,70.9272232055664,644.719848632812
"669","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","RMND1","Homo sapiens","A0A087WXU0;A0A2R8Y4J4;A0A804HHW6;A0A804HLE1;Q9NWS8","Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division protein 1 homolog","A0A087WXU0_HUMAN;A0A2R8Y4J4_HUMAN;A0A804HHW6_HUMAN;A0A804HLE1_HUMAN;RMND1_HUMAN","17.6%;11%;9.4%;11.7%;10.9%",38.238075,"False",4,4.15009404619582e-09,3.2005140218671e-15,4,235.621109008789,80.0885620117188,235.621109008789
"670","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","VTA1","Homo sapiens","A0A087WY55;Q9NP79","Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog","A0A087WY55_HUMAN;VTA1_HUMAN","27.1%;24.8%",42.058563,"False",5,1.02187540113735e-12,2.01527197413926e-22,7,385.895111083984,222.940734863281,385.895111083984
"671","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","AP2M1","Homo sapiens","A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1","AP-2 complex subunit mu","A0A087WY71_HUMAN;C9JGT8_HUMAN;C9JPV8_HUMAN;E9PFW3_HUMAN;AP2M1_HUMAN","52.8%;52.4%;50%;49.8%;52.6%",48.402077,"False",19,5.51932450940372e-20,1.57329448409143e-36,22,1875.18249511719,1255.32690429688,1875.18249511719
"672","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SLC6A6","Homo sapiens","A0A087WY96;P31641","Transporter;Sodium- and chloride-dependent taurine transporter","A0A087WY96_HUMAN;SC6A6_HUMAN","4.9%;5.6%",49.92432,"False",3,5.56395183241356e-22,1.94625093945988e-40,4,1216.93688964844,613.42578125,1216.93688964844
"673","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TAP2","Homo sapiens","A0A087WYD6;A0A8V8TNJ0;Q03519;X5CMH5","ABC-type antigen peptide transporter;ABC-type antigen peptide transporter;Antigen peptide transporter 2;ABC-type antigen peptide transporter","A0A087WYD6_HUMAN;A0A8V8TNJ0_HUMAN;TAP2_HUMAN;X5CMH5_HUMAN","35.6%;35.9%;36.4%;35.6%",50.84924,"False",18,3.27953301899712e-23,6.63488713015651e-43,28,1037.44494628906,308.797882080078,1037.44494628906
"674","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MAPK8IP3","Homo sapiens","A0A087WYG2;A0A669KB35;E9PFH7;Q9UPT6","Mitogen-activated protein kinase 8 interacting protein 3;Mitogen-activated protein kinase 8 interacting protein 3;Mitogen-activated protein kinase 8 interacting protein 3;C-Jun-amino-terminal kinase-interacting protein 3","A0A087WYG2_HUMAN;A0A669KB35_HUMAN;E9PFH7_HUMAN;JIP3_HUMAN","12.7%;12.6%;12.8%;12.7%",45.527416,"False",12,1.7788843327753e-16,1.09115688677116e-29,12,294.155456542969,71.3008575439453,294.155456542969
"675","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","UGP2","Homo sapiens","A0A087WYS1","UTP--glucose-1-phosphate uridylyltransferase","A0A087WYS1_HUMAN","2.8%",45.367363,"True",1,2.71621390388266e-16,2.49806538465061e-29,1,561.44140625,84.2887420654297,561.44140625
"676","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PTGES3","Homo sapiens","A0A087WYT3;Q15185","Prostaglandin E synthase 3","A0A087WYT3_HUMAN;TEBP_HUMAN","31.1%;31.9%",39.49092,"False",4,3.10518694091044e-10,1.34301965308824e-17,7,2428.4111328125,334.722839355469,2428.4111328125
"677","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640",";ALG9;ALG9","Homo sapiens","A0A087WZ62;H0YCW6;Q9H6U8","Mannosyltransferase;Mannosyltransferase (Fragment);Alpha-1,2-mannosyltransferase ALG9","A0A087WZ62_HUMAN;H0YCW6_HUMAN;ALG9_HUMAN","6.4%;26.1%;8.8%",44.539936,"False",4,2.33032612778346e-15,1.63598243764435e-27,4,179.117172241211,67.2740478515625,179.117172241211
"678","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","IDH3B","Homo sapiens","A0A087WZN1;O43837","Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","A0A087WZN1_HUMAN;IDH3B_HUMAN","32.8%;33%",53.94282,"False",12,2.88424032909126e-27,1.4279477836401e-51,17,939.678894042969,315.006988525391,939.678894042969
"679","ENRplus","20250917_jlb_PAcer_CERES_ENRplushumPlasma2_300ng_60min_DIApasef_Wat25cmBEH_2",4924,2,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","NDUFB6","Homo sapiens","A0A087WZX2;O95139","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6","A0A087WZX2_HUMAN;NDUB6_HUMAN","25.8%;19.5%",45.354683,"False",2,2.80853573057305e-16,2.66292459979281e-29,3,611.831909179688,463.983795166016,611.831909179688
